run_id,model,optimizer_managed_numel,realized_nonzero_update_count,modelwide_realized_nonzero_ratio,denominator_definition
pd8b-ctrl-complement-s44-rl160,Qwen3-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
pd8b-dapo-dense-s42-rl160,Qwen3-8B,7069483145,7069483145,1.000000000,actor_optimizer_param_groups
pd8b-dapo-dense-s43-rl160,Qwen3-8B,7069483145,7069483145,1.000000000,actor_optimizer_param_groups
pd8b-dapo-dense-s44-rl160,Qwen3-8B,7069483145,7069483145,1.000000000,actor_optimizer_param_groups
pd8b-dapo-recipe-s42-rl160,Qwen3-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
pd8b-dapo-recipe-s43-rl160,Qwen3-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
pd8b-dapo-recipe-s44-rl160,Qwen3-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
pdllama8b-dense-s42-rl160,Llama3.1-8B,7069483145,7069483145,1.000000000,actor_optimizer_param_groups
pdllama8b-dense-s43-rl160,Llama3.1-8B,7069483145,7069483145,1.000000000,actor_optimizer_param_groups
pdllama8b-dense-s44-rl160,Llama3.1-8B,7069483145,7069483145,1.000000000,actor_optimizer_param_groups
pdllama8b-recipe-s42-rl160,Llama3.1-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
pdllama8b-recipe-s43-rl160,Llama3.1-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
pdllama8b-recipe-s44-rl160,Llama3.1-8B,7069483145,2778306876,0.393000000,actor_optimizer_param_groups
