run_id,condition,seed,rl_step,step_wall_clock_seconds,includes_rollout,includes_evaluation,includes_checkpoint
pd8b-dense-lam100-lr01-s42-rl160,dense,42,105,12.007151,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,106,12.001653,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,107,11.995632,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,108,11.989211,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,109,11.98252,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,110,11.975697,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,111,11.96888,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,112,11.962208,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,113,11.955817,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,114,11.949838,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,115,11.944391,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,116,11.939588,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,117,11.935527,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,118,11.932291,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,119,11.929945,True,False,False
pd8b-dense-lam100-lr01-s42-rl160,dense,42,120,11.928538,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,41,11.980163,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,42,11.986588,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,43,11.993286,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,44,12.000121,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,45,12.006954,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,46,12.013645,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,47,12.020058,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,48,12.026062,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,49,12.031535,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,50,12.036366,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,51,12.040456,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,52,12.043722,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,53,12.046097,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,54,12.047532,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,55,12.048,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,56,12.047489,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,57,12.046011,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,58,12.043596,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,59,12.040292,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,60,12.036167,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,61,12.031306,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,62,12.025807,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,63,12.019782,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,64,12.013354,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,65,12.006654,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,66,11.999818,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,67,11.992986,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,68,11.986297,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,69,11.979887,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,70,11.973887,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,71,11.968419,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,72,11.963594,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,73,11.959511,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,74,11.956253,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,75,11.953886,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,76,11.952459,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,77,11.952,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,78,11.95252,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,79,11.954006,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,80,11.95643,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,81,11.959741,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,82,11.963873,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,83,11.96874,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,84,11.974244,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,85,11.980274,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,86,11.986705,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,87,11.993407,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,88,12.000243,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,89,12.007074,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,90,12.013761,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,91,12.020168,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,92,12.026164,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,93,12.031627,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,94,12.036445,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,95,12.040521,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,96,12.043772,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,97,12.04613,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,98,12.047549,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,99,12.047999,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,100,12.047471,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,101,12.045976,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,102,12.043545,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,103,12.040226,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,104,12.036087,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,105,12.031214,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,106,12.025704,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,107,12.019671,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,108,12.013237,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,109,12.006533,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,110,11.999697,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,111,11.992866,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,112,11.986181,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,113,11.979777,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,114,11.973785,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,115,11.968328,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,116,11.963515,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,117,11.959446,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,118,11.956203,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,119,11.953853,True,False,False
pd8b-dense-lam100-lr01-s43-rl160,dense,43,120,11.952443,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,41,12.004123,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,42,12.010561,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,43,12.017273,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,44,12.024122,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,45,12.030968,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,46,12.037672,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,47,12.044098,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,48,12.050114,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,49,12.055598,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,50,12.060439,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,51,12.064537,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,52,12.067809,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,53,12.070189,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,54,12.071627,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,55,12.072096,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,56,12.071584,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,57,12.070103,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,58,12.067683,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,59,12.064373,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,60,12.06024,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,61,12.055369,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,62,12.049858,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,63,12.043821,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,64,12.03738,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,65,12.030667,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,66,12.023818,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,67,12.016972,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,68,12.01027,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,69,12.003847,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,70,11.997835,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,71,11.992356,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,72,11.987521,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,73,11.98343,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,74,11.980166,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,75,11.977794,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,76,11.976364,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,77,11.975904,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,78,11.976425,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,79,11.977914,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,80,11.980343,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,81,11.983661,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,82,11.9878,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,83,11.992678,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,84,11.998193,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,85,12.004234,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,86,12.010678,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,87,12.017393,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,88,12.024243,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,89,12.031088,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,90,12.037789,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,91,12.044208,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,92,12.050216,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,93,12.05569,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,94,12.060518,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,95,12.064602,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,96,12.067859,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,97,12.070223,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,98,12.071644,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,99,12.072095,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,100,12.071566,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,101,12.070068,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,102,12.067632,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,103,12.064306,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,104,12.06016,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,105,12.055276,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,106,12.049756,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,107,12.04371,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,108,12.037263,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,109,12.030546,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,110,12.023696,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,111,12.016852,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,112,12.010153,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,113,12.003736,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,114,11.997733,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,115,11.992264,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,116,11.987442,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,117,11.983365,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,118,11.980116,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,119,11.977761,True,False,False
pd8b-dense-lam100-lr01-s44-rl160,dense,44,120,11.976347,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,41,13.151823,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,42,13.158876,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,43,13.16623,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,44,13.173733,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,45,13.181234,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,46,13.188579,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,47,13.195619,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,48,13.202211,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,49,13.20822,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,50,13.213523,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,51,13.218013,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,52,13.221598,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,53,13.224205,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,54,13.225781,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,55,13.226294,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,56,13.225734,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,57,13.224111,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,58,13.221459,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,59,13.217832,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,60,13.213305,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,61,13.207968,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,62,13.201931,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,63,13.195316,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,64,13.18826,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,65,13.180904,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,66,13.1734,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,67,13.1659,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,68,13.158557,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,69,13.15152,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,70,13.144933,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,71,13.13893,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,72,13.133634,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,73,13.129152,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,74,13.125575,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,75,13.122977,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,76,13.12141,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,77,13.120906,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,78,13.121476,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,79,13.123108,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,80,13.125769,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,81,13.129404,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,82,13.133939,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,83,13.139283,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,84,13.145326,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,85,13.151944,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,86,13.159004,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,87,13.166362,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,88,13.173867,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,89,13.181366,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,90,13.188707,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,91,13.19574,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,92,13.202323,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,93,13.20832,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,94,13.21361,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,95,13.218084,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,96,13.221653,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,97,13.224242,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,98,13.225799,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,99,13.226294,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,100,13.225714,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,101,13.224073,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,102,13.221403,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,103,13.21776,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,104,13.213217,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,105,13.207867,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,106,13.201818,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,107,13.195195,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,108,13.188132,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,109,13.180772,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,110,13.173267,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,111,13.165768,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,112,13.158429,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,113,13.151399,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,114,13.144821,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,115,13.13883,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,116,13.133547,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,117,13.12908,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,118,13.12552,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,119,13.12294,True,False,False
pd8b-top040-lam010-lr20-s42-rl160,recipe,42,120,13.121391,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,41,13.178179,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,42,13.185247,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,43,13.192615,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,44,13.200134,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,45,13.207649,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,46,13.215009,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,47,13.222064,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,48,13.228668,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,49,13.234689,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,50,13.240003,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,51,13.244502,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,52,13.248094,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,53,13.250706,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,54,13.252286,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,55,13.2528,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,56,13.252238,True,False,False
